band,frequency_hz,frequency_mhz,swr,return_loss_db,resistance_ohm,reactance_ohm,s11_real,s11_imag,phase_deg
10m,28091288,28.091288,1.98678884,9.61960584,98.11629580,9.44608750,0.3275896858,0.0428828349,7.45784678
10m,28092625,28.092625,1.98483676,9.63112666,98.06871320,9.24633328,0.3272612466,0.0420100006,7.31496250
10m,28093963,28.093963,1.98272290,9.64363665,98.01033468,9.05265320,0.3268894931,0.0411689900,7.17813061
10m,28095300,28.095300,1.98070303,9.65562387,97.95773579,8.85117930,0.3265414324,0.0402878734,7.03346729
10m,28096638,28.096638,1.97867454,9.66769524,97.90667387,8.63726271,0.3261957772,0.0393479478,6.87817311
10m,28097975,28.097975,1.97690137,9.67827452,97.86834471,8.41943919,0.3259081536,0.0383819493,6.71674052
10m,28099313,28.099313,1.97498041,9.68976439,97.81486672,8.22948618,0.3255685475,0.0375484851,6.57897193
10m,28100650,28.100650,1.97294102,9.70199556,97.75408394,8.04119644,0.3251984143,0.0367246168,6.44310785
10m,28101988,28.101988,1.97081576,9.71477802,97.69110710,7.83898523,0.3248132694,0.0358368145,6.29600840
10m,28103325,28.103325,1.96876276,9.72716118,97.63325978,7.62506721,0.3244479533,0.0348913908,6.13804400
10m,28104663,28.104663,1.96712428,9.73706901,97.59276185,7.42308041,0.3241695261,0.0339904470,5.98581458
10m,28106000,28.106000,1.96497758,9.75008383,97.52185308,7.23887475,0.3237626066,0.0331828654,5.85188831
10m,28107338,28.107338,1.96304653,9.76182404,97.46212290,7.04902705,0.3234058136,0.0323427510,5.71097371
10m,28108675,28.108675,1.96098585,9.77438680,97.39530039,6.85716130,0.3230175239,0.0314947493,5.56883209
10m,28110013,28.110013,1.95907162,9.78608873,97.33905447,6.64329058,0.3226703136,0.0305397502,5.40676258
10m,28111350,28.111350,1.95737170,9.79650656,97.28878609,6.44959490,0.3223610299,0.0296729776,5.25919307
10m,28112688,28.112688,1.95527115,9.80941345,97.21494675,6.26930178,0.3219508384,0.0288754295,5.12508485
10m,28114025,28.114025,1.95319301,9.82221967,97.14153776,6.08827042,0.3215438088,0.0280724588,4.98957017
10m,28115363,28.115363,1.95112065,9.83502707,97.06950051,5.89571109,0.3211403226,0.0272140757,4.84378677
10m,28116700,28.116700,1.94948492,9.84516220,97.01935655,5.69790769,0.3208375855,0.0263217364,4.69008154
10m,28118038,28.118038,1.94753083,9.85730014,96.95086927,5.50824649,0.3204552266,0.0254717793,4.54467067
10m,28119375,28.119375,1.94561743,9.86921744,96.88092414,5.33564527,0.3200736294,0.0246992313,4.41261814
10m,28120713,28.120713,1.94344363,9.88279535,96.79726857,5.16187520,0.3196296637,0.0239240607,4.28056779
10m,28122050,28.122050,1.94154861,9.89466566,96.73120116,4.95730388,0.3192587045,0.0229987994,4.12036300
10m,28123388,28.123388,1.93982165,9.90551080,96.67001713,4.77092625,0.3189180395,0.0221544380,3.97381043
10m,28124725,28.124725,1.93789273,9.91765528,96.59638711,4.59506554,0.3185245051,0.0213608577,3.83661909
10m,28126063,28.126063,1.93592778,9.93006062,96.51902067,4.42804743,0.3181175520,0.0206076167,3.70643489
10m,28127400,28.127400,1.93392704,9.94272721,96.43956320,4.25741069,0.3177011299,0.0198363505,3.57274687
10m,28128738,28.128738,1.93177498,9.95639178,96.35573639,4.05229060,0.3172567135,0.0189037633,3.40994129
10m,28130075,28.130075,1.93015047,9.96673429,96.29445848,3.87267080,0.3169257760,0.0180821723,3.26546541
10m,28131413,28.131413,1.92813193,9.97961854,96.21040921,3.71318741,0.3164950057,0.0173584231,3.13928790
10m,28132750,28.132750,1.92621203,9.99190747,96.13134204,3.54673083,0.3160869810,0.0165991454,3.00609707
10m,28134088,28.134088,1.92416518,10.00504597,96.04460195,3.38610577,0.3156455551,0.0158670468,2.87775387
10m,28135425,28.135425,1.92227554,10.01720945,95.96928375,3.17938975,0.3152492240,0.0149147104,2.70869257
10m,28136763,28.136763,1.92061211,10.02794399,95.90125439,3.00623883,0.3148957942,0.0141163068,2.56676550
10m,28138100,28.138100,1.91851959,10.04148379,95.80852486,2.86218145,0.3144332108,0.0134574885,2.45071763
10m,28139438,28.139438,1.91651666,10.05448194,95.72094240,2.70254422,0.3139927956,0.0127227067,2.32030437
10m,28140775,28.140775,1.91446203,10.06785445,95.63115259,2.52819424,0.3135406165,0.0119171113,2.17666113
10m,28142113,28.142113,1.91279161,10.07875550,95.56099409,2.33571585,0.3131796133,0.0110209282,2.01543198
10m,28143450,28.143450,1.91094974,10.09080584,95.47874761,2.18279006,0.3127690872,0.0103113398,1.88823760
10m,28144788,28.144788,1.90891711,10.10414137,95.38573147,2.03964200,0.3123099421,0.0096477248,1.76939028
10m,28146125,28.146125,1.90707507,10.11626028,95.30245840,1.88247251,0.3118958942,0.0089147636,1.63721072
10m,28147463,28.147463,1.90499414,10.12998990,95.20744238,1.70721471,0.3114252452,0.0080956246,1.48909149
10m,28148800,28.148800,1.90341428,10.14044114,95.13682475,1.52771071,0.3110713169,0.0072516657,1.33543202
10m,28150138,28.150138,1.90134738,10.15415058,95.03951807,1.38367110,0.3105954772,0.0065768911,1.21306272
10m,28151475,28.151475,1.89955478,10.16607404,94.95532424,1.24032542,0.3101827786,0.0059024934,1.09015448
10m,28152813,28.152813,1.89760641,10.17906900,94.86281166,1.09525365,0.3097311665,0.0052188650,0.96532309
10m,28154150,28.154150,1.89564541,10.19218548,94.76984087,0.92201432,0.3092764117,0.0043991002,0.81491143
10m,28155488,28.155488,1.89392107,10.20375013,94.68770713,0.75496028,0.3088750976,0.0036061934,0.66891205
10m,28156825,28.156825,1.89204748,10.21634898,94.59680369,0.61621322,0.3084343404,0.0029471737,0.54746004
10m,28158163,28.158163,1.89014414,10.22918331,94.50386744,0.47671778,0.3079845305,0.0022829567,0.42470117
10m,28159500,28.159500,1.88814051,10.24273277,94.40538627,0.33368376,0.3075087527,0.0016001694,0.29814477
10m,28160838,28.160838,1.88626724,10.25543685,94.31298664,0.15956878,0.3070625169,0.0007661902,0.14296558
10m,28162175,28.162175,1.88444267,10.26784449,94.22213207,0.00987953,0.3066251477,0.0000474977,0.00887539
10m,28163513,28.163513,1.88266820,10.27994356,94.13321248,-0.11548596,0.3061978285,-0.0005559052,-0.10402095
10m,28164850,28.164850,1.88070484,10.29336758,94.03425438,-0.25810148,0.3057229384,-0.0012441064,-0.23315768
10m,28166188,28.166188,1.87870215,10.30710087,93.93276810,-0.39684095,0.3052364576,-0.0019155514,-0.35956246
10m,28167525,28.167525,1.87701125,10.31872791,93.84573829,-0.56940991,0.3048217190,-0.0027518466,-0.51723647
10m,28168863,28.168863,1.87519909,10.33122126,93.75252157,-0.70617441,0.3043768153,-0.0034172012,-0.64322568
10m,28170200,28.170200,1.87331694,10.34423295,93.65564251,-0.82665353,0.3039139498,-0.0040055648,-0.75511069
10m,28171538,28.171538,1.87137102,10.35772398,93.55468971,-0.96252414,0.3034326862,-0.0046704350,-0.88182684
10m,28172875,28.172875,1.86943830,10.37116249,93.45376871,-1.10022142,0.3029523093,-0.0053460206,-1.01095988
10m,28174213,28.174213,1.86775945,10.38286737,93.36431146,-1.25526124,0.3025298049,-0.0061068706,-1.15641631
10m,28175550,28.175550,1.86605373,10.39478985,93.27381880,-1.38531429,0.3021010206,-0.0067479839,-1.27959421
10m,28176888,28.176888,1.86415916,10.40806817,93.17370203,-1.50763553,0.3016251485,-0.0073539674,-1.39666018
10m,28178225,28.178225,1.86224669,10.42151049,93.07222307,-1.62981941,0.3011429981,-0.0079610890,-1.51433236
10m,28179563,28.179563,1.86036998,10.43473928,92.97101293,-1.77159972,0.3006648983,-0.0086656857,-1.65090707
10m,28180900,28.180900,1.85851403,10.44785862,92.86980607,-1.92021685,0.3001884599,-0.0094056956,-1.79464065
10m,28182238,28.182238,1.85669554,10.46074898,92.77187184,-2.03515038,0.2997242132,-0.0099821240,-1.90749440
10m,28183575,28.183575,1.85499753,10.47281754,92.67922986,-2.15481982,0.2992869627,-0.0105825518,-2.02509005
10m,28184913,28.184913,1.85303105,10.48683316,92.57273079,-2.27374490,0.2987819469,-0.0111830009,-2.14350233
10m,28186250,28.186250,1.85111115,10.50055738,92.46661442,-2.41284780,0.2982824430,-0.0118844522,-2.28162601
10m,28187588,28.187588,1.84945065,10.51245975,92.37403380,-2.53688787,0.2978476650,-0.0125112824,-2.40533195
10m,28188925,28.188925,1.84762892,10.52555258,92.27304979,-2.65869535,0.2973715618,-0.0131302096,-2.52820836
10m,28190263,28.190263,1.84585094,10.53836628,92.17367469,-2.78152780,0.2969040246,-0.0137555775,-2.65261933
10m,28191600,28.191600,1.84410285,10.55099865,92.07539110,-2.90325477,0.2964421260,-0.0143769286,-2.77657032
10m,28192938,28.192938,1.84219103,10.56485306,91.97049583,-3.00247016,0.2959431937,-0.0148897807,-2.88029203
10m,28194275,28.194275,1.84041833,10.57773583,91.86870840,-3.13815307,0.2954676540,-0.0155843411,-3.01924866
10m,28195613,28.195613,1.83857918,10.59113875,91.76449637,-3.25872413,0.2949772984,-0.0162062755,-3.14471185
10m,28196950,28.196950,1.83698598,10.60278014,91.67303511,-3.37060855,0.2945486869,-0.0167837177,-3.26125185
10m,28198288,28.198288,1.83508083,10.61673860,91.56538405,-3.48341791,0.2940400671,-0.0173711497,-3.38096125
10m,28199625,28.199625,1.83318327,10.63068257,91.45912798,-3.58317009,0.2935353038,-0.0178948026,-3.48860701
10m,28200963,28.200963,1.83159298,10.64240024,91.36522177,-3.70642981,0.2930983781,-0.0185341289,-3.61829130
10m,28202300,28.202300,1.82958233,10.65725680,91.25105122,-3.81817952,0.2925575836,-0.0191229879,-3.73981094
10m,28203638,28.203638,1.82804248,10.66866624,91.16026574,-3.92843867,0.2921335862,-0.0196996639,-3.85782890
10m,28204975,28.204975,1.82627959,10.68176196,91.05924689,-4.02761270,0.2916555041,-0.0202250994,-3.96687408
10m,28206313,28.206313,1.82444679,10.69541530,90.95311952,-4.13621534,0.2911546494,-0.0208007955,-4.08640675
10m,28207650,28.207650,1.82268744,10.70855847,90.85048441,-4.24307897,0.2906710053,-0.0213683251,-4.20446634
10m,28208988,28.208988,1.82089423,10.72199196,90.74497904,-4.35532603,0.2901747956,-0.0219654030,-4.32887119
10m,28210325,28.210325,1.81923546,10.73445211,90.64612184,-4.46510787,0.2897115663,-0.0225496049,-4.45062506
10m,28211663,28.211663,1.81763968,10.74646990,90.55464219,-4.54287771,0.2892753861,-0.0229713865,-4.54033567
10m,28213000,28.213000,1.81575077,10.76073440,90.44257900,-4.65831880,0.2887477263,-0.0235914198,-4.67083551
10m,28214338,28.214338,1.81388593,10.77485896,90.33349122,-4.75890197,0.2882302502,-0.0241370926,-4.78691699
10m,28215675,28.215675,1.81228557,10.78701362,90.23747705,-4.85858541,0.2877787341,-0.0246752004,-4.90076289
10m,28217013,28.217013,1.81053538,10.80034162,90.13242010,-4.96520087,0.2872840331,-0.0252530994,-5.02355283
10m,28218350,28.218350,1.80872086,10.81419867,90.02845969,-5.04251289,0.2867843321,-0.0256833447,-5.11754589
10m,28219688,28.219688,1.80703072,10.82714198,89.92544538,-5.15039700,0.2863006508,-0.0262699538,-5.24258182
10m,28221025,28.221025,1.80528352,10.84055897,89.82054625,-5.24977019,0.2858043594,-0.0268155367,-5.36007336
10m,28222363,28.222363,1.80369796,10.85276719,89.72472305,-5.34159535,0.2853514952,-0.0273205990,-5.46903750
10m,28223700,28.223700,1.80193085,10.86640984,89.61916384,-5.43470018,0.2848495180,-0.0278373566,-5.58159411
10m,28225038,28.225038,1.80019147,10.87987623,89.51690926,-5.51526188,0.2843593419,-0.0282900880,-5.68149596
10m,28226375,28.226375,1.79854534,10.89265537,89.41625311,-5.61129499,0.2838835817,-0.0288226113,-5.79735679
10m,28227713,28.227713,1.79658805,10.90789424,89.30012517,-5.70389792,0.2833271595,-0.0293454778,-5.91329833
10m,28229050,28.229050,1.79512263,10.91933506,89.20919042,-5.79293351,0.2828983950,-0.0298408597,-6.02144128
10m,28230388,28.230388,1.79337766,10.93299374,89.10736487,-5.86345341,0.2824057287,-0.0302470008,-6.11334613
10m,28231725,28.231725,1.79162805,10.94672755,89.00134036,-5.95299840,0.2818995768,-0.0307540248,-6.22609896
10m,28233063,28.233063,1.79013639,10.95846738,88.90776717,-6.04387122,0.2814581352,-0.0312637269,-6.33830169
10m,28234400,28.234400,1.78831855,10.97281281,88.79781002,-6.13232465,0.2809311766,-0.0317696906,-6.45200219
10m,28235738,28.235738,1.78677159,10.98505409,88.70013139,-6.22611179,0.2804700192,-0.0322989896,-6.56925644
10m,28237075,28.237075,1.78514140,10.99798745,88.60512421,-6.28533103,0.2800065133,-0.0326495678,-6.65081979
10m,28238413,28.238413,1.78332972,11.01240109,88.49364640,-6.37787697,0.2794732835,-0.0331815276,-6.77096219
10m,28239750,28.239750,1.78169816,11.02541826,88.39413355,-6.45562782,0.2789948639,-0.0336325008,-6.87376992
10m,28241088,28.241088,1.78009820,11.03821719,88.29348677,-6.54456657,0.2785159373,-0.0341433323,-6.98903068
10m,28242425,28.242425,1.77838512,11.05195838,88.18947808,-6.62123422,0.2780134171,-0.0345933883,-7.09289422
10m,28243763,28.243763,1.77682732,11.06448766,88.09694435,-6.68080937,0.2775618101,-0.0349498814,-7.17676903
10m,28245100,28.245100,1.77518601,11.07772344,87.99246291,-6.77326562,0.2770644863,-0.0354847950,-7.29837554
10m,28246438,28.246438,1.77344018,11.09184144,87.88702897,-6.84529094,0.2765515944,-0.0359150157,-7.39943661
10m,28247775,28.247775,1.77193112,11.10407773,87.79163874,-6.92473799,0.2760948396,-0.0363799546,-7.50640089
10m,28249113,28.249113,1.77021651,11.11801779,87.68768984,-6.99494735,0.2755883255,-0.0368022844,-7.60632217
10m,28250450,28.250450,1.76858939,11.13128333,87.59020621,-7.05580062,0.2751103757,-0.0371732611,-7.69527109
10m,28251788,28.251788,1.76707534,11.14365924,87.49272617,-7.13942378,0.2746445674,-0.0376646821,-7.80881666
10m,28253125,28.253125,1.76533049,11.15796053,87.38763057,-7.20494783,0.2741287369,-0.0380664879,-7.90573803
10m,28254463,28.254463,1.76375114,11.17094130,87.28864316,-7.27886972,0.2736493925,-0.0385101879,-8.01052733
10m,28255800,28.255800,1.76224425,11.18335839,87.19627019,-7.34021903,0.2731976254,-0.0388850849,-8.10067937
10m,28257138,28.257138,1.76057804,11.19712497,87.09405565,-7.40743770,0.2726970846,-0.0392974809,-8.20025332
10m,28258475,28.258475,1.75899213,11.21026381,86.99478947,-7.47817287,0.2722138663,-0.0397278652,-8.30332979
10m,28259813,28.259813,1.75732450,11.22411744,86.89358940,-7.53936617,0.2717146507,-0.0401100588,-8.39726149
10m,28261150,28.261150,1.75584871,11.23640989,86.79759698,-7.61710741,0.2712524446,-0.0405778210,-8.50803115
10m,28262488,28.262488,1.75444728,11.24811138,86.71389411,-7.66211139,0.2708357735,-0.0408659088,-8.58052659
10m,28263825,28.263825,1.75278117,11.26205885,86.61000680,-7.73119297,0.2703261922,-0.0412945519,-8.68526038
10m,28265163,28.265163,1.75116397,11.27563456,86.50934957,-7.79666818,0.2698313050,-0.0417032463,-8.78572275
10m,28266500,28.266500,1.74959685,11.28882537,86.41308844,-7.85466767,0.2693549356,-0.0420705537,-8.87730462
10m,28267838,28.267838,1.74800668,11.30224613,86.31187714,-7.92543578,0.2688598192,-0.0425099021,-8.98475886
10m,28269175,28.269175,1.74652745,11.31476321,86.22496572,-7.96476243,0.2684210510,-0.0427737493,-9.05413853
10m,28270513,28.270513,1.74494495,11.32818917,86.12286043,-8.03847137,0.2679224843,-0.0432314171,-9.16612233
10m,28271850,28.271850,1.74348255,11.34062845,86.03220692,-8.09281666,0.2674725958,-0.0435794590,-9.25391904
10m,28273188,28.273188,1.74188184,11.35427988,85.93094780,-8.15858522,0.2669730198,-0.0439963318,-9.35805758
10m,28274525,28.274525,1.74026924,11.36807067,85.83271374,-8.21112172,0.2664807729,-0.0443414218,-9.44725086
10m,28275863,28.275863,1.73884065,11.38031965,85.74871063,-8.24694455,0.2660535661,-0.0445883833,-9.51388543
10m,28277200,28.277200,1.73739411,11.39275329,85.65184069,-8.32248496,0.2655830794,-0.0450578020,-9.62889628
10m,28278538,28.278538,1.73568509,11.40748296,85.54940923,-8.37066414,0.2650643142,-0.0453849251,-9.71609784
10m,28279875,28.279875,1.73432714,11.41921790,85.46317945,-8.42448161,0.2646361288,-0.0457324229,-9.80458859
10m,28281213,28.281213,1.73285751,11.43194891,85.37246528,-8.47357904,0.2641803404,-0.0460583032,-9.88978195
10m,28282550,28.282550,1.73134089,11.44512097,85.28075751,-8.51753546,0.2637153513,-0.0463578909,-9.97002535
10m,28283888,28.283888,1.72985092,11.45809544,85.18660873,-8.57328715,0.2632448910,-0.0467236597,-10.06468226
10m,28285225,28.285225,1.72824376,11.47212801,85.08849746,-8.62177469,0.2627476445,-0.0470537745,-10.15310342
10m,28286563,28.286563,1.72689839,11.48390500,85.00026343,-8.68121069,0.2623111594,-0.0474371833,-10.25076116
10m,28287900,28.287900,1.72556349,11.49561765,84.92292497,-8.70758192,0.2619103141,-0.0476344284,-10.30788971
10m,28289238,28.289238,1.72401386,11.50924867,84.82474645,-8.76407393,0.2614172422,-0.0480104288,-10.40665480
10m,28290575,28.290575,1.72253462,11.52229500,84.73243297,-8.81305763,0.2609503622,-0.0483423843,-10.49534972
10m,28291913,28.291913,1.72101748,11.53571079,84.63760762,-8.86320710,0.2604702990,-0.0486833138,-10.58674247
10m,28293250,28.293250,1.71955198,11.54870381,84.54562572,-8.91230086,0.2600046070,-0.0490172872,-10.67636105
10m,28294588,28.294588,1.71834153,11.55946092,84.47510525,-8.93601922,0.2596371930,-0.0491979260,-10.72960712
10m,28295925,28.295925,1.71676963,11.57346432,84.37401554,-8.99505950,0.2591283666,-0.0495942939,-10.83475311
10m,28297263,28.297263,1.71519296,11.58754934,84.27841578,-9.03637959,0.2586361104,-0.0498907102,-10.91820813
10m,28298600,28.298600,1.71395761,11.59861266,84.19796063,-9.08483118,0.2582316552,-0.0502156677,-11.00438682
10m,28299938,28.299938,1.71242931,11.61233298,84.10335314,-9.12973548,0.2577467347,-0.0505324872,-11.09241972
10m,28301275,28.301275,1.71115376,11.62381276,84.03025310,-9.14980972,0.2573607480,-0.0506975678,-11.14402556
10m,28302613,28.302613,1.70972211,11.63672837,83.93640538,-9.20630396,0.2568879800,-0.0510788319,-11.24584533
10m,28303950,28.303950,1.70817698,11.65070478,83.84120265,-9.24915190,0.2563970441,-0.0513869911,-11.33304684
10m,28305288,28.305288,1.70694300,11.66189422,83.76361510,-9.28749175,0.2559992429,-0.0516575519,-11.40839817
10m,28306625,28.306625,1.70556044,11.67446032,83.68178477,-9.31562645,0.2555698911,-0.0518756749,-11.47403364
10m,28307963,28.307963,1.70422012,11.68667224,83.60054366,-9.34806259,0.2551467306,-0.0521175647,-11.54471023
10m,28309300,28.309300,1.70285146,11.69917258,83.51442921,-9.38973353,0.2547034854,-0.0524148267,-11.62842740
10m,28310638,28.310638,1.70132141,11.71318323,83.42284002,-9.42285497,0.2542228869,-0.0526697646,-11.70491327
10m,28311975,28.311975,1.70002029,11.72512799,83.33890178,-9.46750052,0.2537932977,-0.0529831298,-11.79198470
10m,28313313,28.313313,1.69890445,11.73539405,83.27321574,-9.48815084,0.2534455793,-0.0531496213,-11.84376654
10m,28314650,28.314650,1.69743617,11.74893422,83.18289067,-9.52575345,0.2529743346,-0.0534301536,-11.92604215
10m,28315988,28.315988,1.69613243,11.76098705,83.10089631,-9.56370830,0.2525492451,-0.0537066330,-12.00556403
10m,28317325,28.317325,1.69473646,11.77392416,83.01582677,-9.59662312,0.2521026534,-0.0539581578,-12.08088446
10m,28318663,28.318663,1.69346827,11.78570539,82.93397194,-9.63853851,0.2516808698,-0.0542577841,-12.16573152
10m,28320000,28.320000,1.69235839,11.79603822,82.87179477,-9.64966243,0.2513434109,-0.0543703303,-12.20608922
10m,28321338,28.321338,1.69103055,11.80842765,82.79182624,-9.67772858,0.2509202197,-0.0545921462,-12.27442645
10m,28322675,28.322675,1.68944593,11.82325212,82.69454271,-9.71581277,0.2504081258,-0.0548846558,-12.36264154
10m,28324013,28.324013,1.68799429,11.83687012,82.59904203,-9.76709773,0.2499164158,-0.0552503213,-12.46616560
10m,28325350,28.325350,1.68692167,11.84695580,82.53622875,-9.78441969,0.2495791559,-0.0553994372,-12.51511277
10m,28326688,28.326688,1.68588975,11.85667741,82.47326062,-9.80758342,0.2492456395,-0.0555816773,-12.57124502
10m,28328025,28.328025,1.68459606,11.86889103,82.39849146,-9.82561446,0.2488413805,-0.0557453103,-12.62689829
10m,28329363,28.329363,1.68304714,11.88355254,82.30088501,-9.86783700,0.2483287947,-0.0560643939,-12.72219326
10m,28330700,28.330700,1.68169857,11.89635157,82.21326685,-9.91097676,0.2478726864,-0.0563810010,-12.81444214
10m,28332038,28.332038,1.68074962,11.90537687,82.16047069,-9.91854704,0.2475820131,-0.0564684217,-12.84822149
10m,28333375,28.333375,1.67960651,11.91626983,82.09061187,-9.94349574,0.2472098024,-0.0566684189,-12.91096989
10m,28334713,28.334713,1.67842442,11.92755851,82.02237302,-9.95899719,0.2468383496,-0.0568141186,-12.96186864
10m,28336050,28.336050,1.67679734,11.94313698,81.92027026,-10.00069536,0.2462978677,-0.0571371284,-13.06067318
10m,28337388,28.337388,1.67563101,11.95433291,81.84495976,-10.03560090,0.2459024397,-0.0573994043,-13.13892079
10m,28338725,28.338725,1.67467535,11.96352463,81.79077220,-10.04529672,0.2456043645,-0.0575012034,-13.17682876
10m,28340063,28.340063,1.67374024,11.97253447,81.73312858,-10.06619284,0.2452962440,-0.0576695751,-13.23007555
10m,28341400,28.341400,1.67236663,11.98579775,81.65532444,-10.07970694,0.2448672127,-0.0578139716,-13.28444582
10m,28342738,28.342738,1.67081603,12.00081082,81.55605356,-10.12292685,0.2443419469,-0.0581460981,-13.38571689
10m,28344075,28.344075,1.66963022,12.01232131,81.48438901,-10.14529188,0.2439546407,-0.0583362093,-13.44844400
10m,28345413,28.345413,1.66884506,12.01995675,81.43788440,-10.15770509,0.2437012767,-0.0584478321,-13.48673541
10m,28346750,28.346750,1.66785047,12.02964496,81.38002875,-10.17078625,0.2433837709,-0.0585734530,-13.53164264
10m,28348088,28.348088,1.66640432,12.04376398,81.29573319,-10.19008222,0.2429209469,-0.0587581760,-13.59764118
10m,28349425,28.349425,1.66497263,12.05777966,81.20308487,-10.23112202,0.2424294099,-0.0590748087,-13.69484419
10m,28350763,28.350763,1.66399005,12.06742049,81.14455105,-10.24697108,0.2421095886,-0.0592177186,-13.74416754
10m,28352100,28.352100,1.66312578,12.07591536,81.09307563,-10.26080549,0.2418280473,-0.0593429889,-13.78755857
10m,28353438,28.353438,1.66220935,12.08493789,81.04068307,-10.27018558,0.2415370640,-0.0594437920,-13.82608213
10m,28354775,28.354775,1.66068757,12.09995488,80.94952179,-10.29549746,0.2410384081,-0.0596709864,-13.90448211
10m,28356113,28.356113,1.65930616,12.11362410,80.86360980,-10.32570941,0.2405737352,-0.0599220436,-13.98660734
10m,28357450,28.357450,1.65859899,12.12063555,80.82158382,-10.33647952,0.2403426091,-0.0600220761,-14.02197806
10m,28358788,28.358788,1.65765461,12.13001346,80.76466417,-10.35265466,0.2400308296,-0.0601668534,-14.07199169
10m,28360125,28.360125,1.65670965,12.13941390,80.71171112,-10.35939947,0.2397329713,-0.0602540491,-14.10838275
10m,28361463,28.361463,1.65519628,12.15450417,80.62286951,-10.37949870,0.2392408156,-0.0604511216,-14.18061650
10m,28362800,28.362800,1.65392838,12.16718025,80.54362092,-10.40734339,0.2388104761,-0.0606843958,-14.25772168
10m,28364138,28.364138,1.65329142,12.17355997,80.50602066,-10.41613662,0.2386020740,-0.0607698003,-14.28892705
10m,28365475,28.365475,1.65234245,12.18307916,80.44866360,-10.43225238,0.2382864797,-0.0609158229,-14.34003733
10m,28366813,28.366813,1.65140159,12.19253399,80.39594683,-10.43860885,0.2379883565,-0.0610014474,-14.37660361
10m,28368150,28.368150,1.64982640,12.20840146,80.30136200,-10.46361586,0.2374655956,-0.0612339500,-14.45954972
10m,28369488,28.369488,1.64874442,12.21932834,80.23640666,-10.48061609,0.2371060711,-0.0613929591,-14.51656925
10m,28370825,28.370825,1.64820315,12.22480318,80.20268948,-10.49185320,0.2369215957,-0.0614895639,-14.54928447
10m,28372163,28.372163,1.64730613,12.23388888,80.15042323,-10.50220953,0.2366288473,-0.0615985995,-14.59124751
10m,28373500,28.373500,1.64618185,12.24529865,80.08855672,-10.50687701,0.2362749063,-0.0616838700,-14.63153051
10m,28374838,28.374838,1.64474842,12.25988157,80.00060097,-10.53319053,0.2357897626,-0.0619194986,-14.71391563
10m,28376175,28.376175,1.64392658,12.26826076,79.95110034,-10.54608513,0.2355146855,-0.0620412385,-14.75805271
10m,28377513,28.377513,1.64333896,12.27426004,79.91424867,-10.55852605,0.2353124875,-0.0621484795,-14.79459176
10m,28378850,28.378850,1.64250226,12.28281416,79.86683994,-10.56485837,0.2350430260,-0.0622303745,-14.82946485
10m,28380188,28.380188,1.64113994,12.29677166,79.79113461,-10.57178001,0.2346093129,-0.0623427940,-14.88131538
10m,28381525,28.381525,1.63990242,12.30948244,79.71423176,-10.59603170,0.2341847382,-0.0625575365,-14.95614579
10m,28382863,28.382863,1.63929229,12.31576047,79.67913881,-10.60167489,0.2339856594,-0.0626240664,-14.98350303
10m,28384200,28.384200,1.63860984,12.32279146,79.63693475,-10.61447190,0.2337518887,-0.0627392113,-15.02414315
10m,28385538,28.385538,1.63785433,12.33058605,79.59571837,-10.61645107,0.2335133448,-0.0627904083,-15.05051153
10m,28386875,28.386875,1.63643856,12.34522336,79.51322960,-10.63163887,0.2330463307,-0.0629586218,-15.11785001
10m,28388213,28.388213,1.63529575,12.35706821,79.44495079,-10.64749404,0.2326625497,-0.0631173397,-15.17805610
10m,28389550,28.389550,1.63489771,12.36120002,79.42021377,-10.65507350,0.2325252033,-0.0631856503,-15.20228337
10m,28390888,28.390888,1.63410355,12.36945319,79.37444278,-10.66233445,0.2322643906,-0.0632725727,-15.23852586
10m,28392225,28.392225,1.63340145,12.37676030,79.33606374,-10.66418350,0.2320414469,-0.0633207065,-15.26354735
10m,28393563,28.393563,1.63189306,12.39249312,79.24956475,-10.67686454,0.2315468109,-0.0634792900,-15.33113253
10m,28394900,28.394900,1.63112489,12.40052314,79.20067504,-10.69372628,0.2312764528,-0.0636259772,-15.38199817
10m,28396238,28.396238,1.63068997,12.40507490,79.17462205,-10.69972454,0.2311293935,-0.0636866868,-15.40530977
10m,28397575,28.397575,1.63006992,12.41157093,79.13912264,-10.70470741,0.2309258032,-0.0637507371,-15.43301290
10m,28398913,28.398913,1.62897269,12.42308569,79.07907345,-10.70751785,0.2305756670,-0.0638261847,-15.47274392
10m,28400250,28.400250,1.62770605,12.43640937,79.00160839,-10.72814800,0.2301402690,-0.0640237687,-15.54627738
10m,28401588,28.401588,1.62715675,12.44219773,78.96806254,-10.73693711,0.2299514472,-0.0641086073,-15.57804105
10m,28402925,28.402925,1.62669510,12.44706728,78.93962567,-10.74481853,0.2297917458,-0.0641831235,-15.60557786
10m,28404263,28.404263,1.62605139,12.45386469,78.90501034,-10.74504950,0.2295880013,-0.0642187223,-15.62699081
10m,28405600,28.405600,1.62489111,12.46613896,78.84156348,-10.74767265,0.2292164582,-0.0642970247,-15.66922720
10m,28406938,28.406938,1.62368193,12.47896042,78.76867250,-10.76469605,0.2288030974,-0.0644698752,-15.73625005
10m,28408275,28.408275,1.62338927,12.48206829,78.75118170,-10.76847492,0.2287035448,-0.0645095946,-15.75197812
10m,28409613,28.409613,1.62295623,12.48667025,78.72250960,-10.77994404,0.2285455579,-0.0646059166,-15.78468933
